title;artist;top genre;year;bpm;energy;danceability;valence;duration;acousticness;speechiness
How You Gonna Act Like That;Tyrese;contemporary r&b;2002;113;52;73;53;295;11;5
I Cry;Flo Rida;dance pop;2012;126;82;69;76;224;1;4
I Knew You Were Trouble.;Taylor Swift;pop;2012;77;47;62;68;220;0;4
If I Die Young;The Band Perry;contemporary country;2010;131;50;61;36;223;35;3
If You're Not The One;Daniel Bedingfield;europop;2002;120;54;69;27;257;57;3
I'll Be There;Jess Glynne;pop;2018;100;85;62;40;194;2;4
I'll Show You;Justin Bieber;canadian pop;2015;192;61;36;8;200;5;10
It's My Life;No Doubt;dance pop;2003;126;74;61;78;226;0;3
Izzo (H.O.V.A.);JAY-Z;east coast hip hop;2001;84;84;62;70;241;2;34
Kickstarts;Example;hip house;2010;126;84;61;66;182;0;6
Like I Love You;Justin Timberlake;dance pop;2002;115;81;85;90;284;4;6
Makes Me Wonder;Maroon 5;pop;2007;114;85;80;88;211;0;4
Me Myself and I;Beyoncé;pop;2003;84;46;75;54;301;23;8
Never Had A Dream Come True;S Club 7;dance pop;2000;123;53;64;43;240;51;3
No Diggity;HÄWK;house;2022;125;78;81;44;219;2;5
No Such Thing;John Mayer;neo mellow;2001;132;74;67;57;231;4;3
Oh (feat. Ludacris);Ciara;dance pop;2004;128;50;80;36;256;0;5
Omen - Radio Edit;Disclosure;edm;2015;106;79;67;62;197;12;14
One Step At a Time;Jordin Sparks;dance pop;2007;102;69;77;69;205;8;3
One Wish;Ray J;pop rap;2005;127;65;53;59;338;28;28
Outta Control - Remix;50 Cent;east coast hip hop;2005;92;60;77;56;248;3;25
Overprotected - Radio Edit;Britney Spears;dance pop;2001;96;89;68;85;199;4;7
Pocketful of Sunshine;Natasha Bedingfield;dance pop;2008;110;88;73;68;203;20;4
Promise;Ciara;dance pop;2006;123;63;70;44;267;41;4
Pure Shores;All Saints;dance pop;2000;101;66;63;41;269;5;2
Rack City;Tyga;hip hop;2012;99;34;93;27;203;4;37
Rocketeer;Far East Movement;asian american hip hop;2010;96;85;66;36;211;18;5
Roll Up;Wiz Khalifa;hip hop;2011;125;81;52;60;228;5;19
Salt Shaker;Ying Yang Twins;atl hip hop;2003;102;70;88;32;252;5;13
Save Room;John Legend;neo soul;2006;112;57;69;38;236;5;3
Shawty (feat. T Pain);Plies;dirty south rap;2007;105;71;44;26;255;4;13
Sorry;Madonna;dance pop;2005;133;88;59;44;282;0;5
Take My Breath - Single Version;The Weeknd;canadian contemporary r&b;2021;121;74;75;52;220;1;5
That Don't Impress Me Much - International Mix;Shania Twain;canadian country;1997;125;85;73;96;239;13;5
U and Dat (feat. T. Pain & Kandi Girl);E-40;cali rap;2006;100;48;86;33;203;2;28
Video Games;Lana Del Rey;art pop;2012;122;26;39;18;282;81;3
Wanna Get To Know You;G-Unit;gangster rap;2003;77;83;51;89;265;11;13
Wasted;Tiësto;big room;2014;112;82;64;39;190;0;3
All I Have (feat. LL Cool J);Jennifer Lopez;dance pop;2002;83;67;70;45;254;27;11
All In My Head (Flex) (feat. Fetty Wap);Fifth Harmony;girl group;2016;95;79;69;76;211;2;5
Born to Make You Happy;Britney Spears;dance pop;1999;84;92;63;69;244;12;5
Bump Bump Bump (feat. P. Diddy);B2K;boy band;2003;96;68;84;89;283;10;21
Bust It Baby Pt. 2 (feat. Ne-Yo);Plies;dirty south rap;2008;79;80;65;81;241;15;17
Can't Hold Us Down (feat. Lil' Kim);Christina Aguilera;dance pop;2002;99;66;86;54;255;3;19
Climax;Usher;atl hip hop;2012;136;48;65;33;233;55;8
Come With Me - Radio Edit;Special D.;eurodance;2004;140;100;74;50;185;13;8
Cross Me (feat. Chance the Rapper & PnB Rock);Ed Sheeran;pop;2019;95;79;75;61;206;21;12
Don't Leave;Snakehips;electropop;2017;122;70;66;34;215;22;8
Don't Stop Movin';S Club 7;dance pop;2001;117;67;82;91;234;3;3
Drinking from the Bottle (feat. Tinie Tempah);Calvin Harris;dance pop;2012;128;89;67;53;240;5;5
Evacuate The Dancefloor;Cascada;eurodance;2009;127;70;76;90;207;2;4
F**kin' Perfect;P!nk;dance pop;2010;92;67;56;45;213;4;4
Fill Me In;Craig David;british soul;2000;132;74;68;83;257;38;4
Fine China;Chris Brown;r&b;2014;104;73;65;59;213;4;6
Gangsta Lovin';Eve;contemporary r&b;2002;94;84;72;83;239;6;6
Gimme the Light;Sean Paul;dance pop;2022;107;76;78;92;228;14;5
Hands on the Wheel (feat. Asap Rocky);ScHoolboy Q;gangster rap;2012;128;78;65;18;197;2;11
Heart Skips a Beat (feat. Rizzle Kicks);Olly Murs;dance pop;2011;111;88;84;88;202;14;6
Hemorrhage (In My Hands);Fuel;alternative metal;2000;152;82;30;37;237;0;4
Higher;Taio Cruz;dance pop;2010;128;91;67;75;188;0;7
Hurtin' Me;Stefflon Don;dancehall;2017;204;79;54;80;213;10;16
I Don't Feel Like Dancin';Scissor Sisters;dance pop;2006;108;92;71;85;288;2;3
I Just Wanna Love U (Give It 2 Me);JAY-Z;east coast hip hop;2000;99;92;80;80;228;30;24
I'm Not Alone - Radio Edit;Calvin Harris;dance pop;2009;131;68;60;44;211;0;3
Just a Friend 2002 - Radio Edit;Mario;dance pop;2002;132;68;54;91;214;1;19
Just Fine;Mary J. Blige;dance pop;2007;123;80;92;59;242;4;12
Just Hold On;Steve Aoki;edm;2016;115;93;65;37;199;0;8
Last Night;Keyshia Cole;hip pop;2007;121;86;92;97;256;17;6
Leavin';Jesse McCartney;dance pop;2008;79;71;69;89;217;3;5
Man's Not Hot;Big Shaq;london rap;2017;135;88;91;59;186;11;24
More Than A Woman;Aaliyah;contemporary r&b;2001;87;65;66;76;230;8;9
Ms. New Booty;Bubba Sparxxx;atl hip hop;2005;129;62;64;61;253;2;42
My Neck My Back (Lick It);Khia;hip pop;2015;102;63;86;71;223;3;13
Not Nice;PARTYNEXTDOOR;r&b;2016;97;50;55;72;203;3;9
Of The Night;Bastille;metropopolis;2013;125;83;67;35;214;2;4
Oh Boy;Cam’ron;battle rap;2002;83;77;76;82;205;2;17
One Call Away;Chingy;crunk;2003;163;82;77;96;277;9;18
One Day Like This;Elbow;britpop;2008;159;65;43;37;394;11;3
One Love;Blue;boy band;2002;95;72;68;85;207;2;4
Over And Over;Nelly;dance pop;2004;170;52;64;46;254;1;8
Party Like A Rock Star;Shop Boyz;atl hip hop;2007;145;71;62;68;253;1;4
Pullin' Me Back;Chingy;crunk;2006;80;51;79;59;234;8;29
Putus Atau Terus;Judika;indonesian pop;2020;136;19;69;39;249;83;4
Rollout (My Business);Ludacris;atl hip hop;2001;131;67;92;89;297;9;24
Scars;Papa Roach;alternative metal;2004;90;93;46;48;208;9;5
Shortie Like Mine (feat. Chris Brown & Johntá Austin);Bow Wow;dance pop;2006;142;64;76;70;268;7;22
Soldier (feat. T.I. & Lil' Wayne);Destiny's Child;dance pop;2004;77;42;88;90;326;4;36
Sorry;Joel Corry;dance pop;2019;125;79;74;85;189;5;6
Southside;Lloyd;r&b;2004;75;40;69;45;278;38;8
Starlight - Radio Edit;The Supermen Lovers;filter house;2001;127;68;74;79;234;0;4
Summer Paradise (feat. Sean Paul) - Single Version;Simple Plan;canadian pop punk;2012;172;82;42;75;235;1;5
Supalonely (feat. Gus Dapperton);BENEE;alt z;2020;129;63;86;84;223;29;5
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;LMC;bouncy house;2004;129;91;67;67;172;0;4
THE FORMULA;will.i.am;dance pop;2023;78;89;74;43;228;31;27
The Great Escape;BOYS LIKE GIRLS;neon pop punk;2007;150;94;42;51;207;0;6
Used To Love (with Dean Lewis);Martin Garrix;dutch edm;2019;119;69;65;39;237;46;4
Vossi Bop;Stormzy;grime;2019;188;65;68;43;196;13;34
Wait;Maroon 5;pop;2018;126;60;66;45;191;10;6
What You Waiting For?;Gwen Stefani;dance pop;2004;136;95;68;73;221;5;6
X (with KAROL G);Jonas Brothers;boy band;2020;118;83;72;75;185;5;6
Year 3000;Busted;boy band;2002;107;84;59;90;196;0;4
A New Day Has Come - Radio Remix;Céline Dion;canadian pop;2002;92;69;57;20;260;8;4
Addictive;Truth Hurts;hip pop;2002;99;68;70;37;226;7;15
Blind Faith;Chase & Status;dancefloor dnb;2011;140;85;45;40;234;1;5
Cater 2 U;Destiny's Child;dance pop;2004;126;58;61;46;245;29;20
CoCo;O.T. Genasis;southern hip hop;2014;120;63;89;18;240;0;13
Earthquake (feat. Tinie Tempah);Labrinth;indie poptimism;2012;153;86;54;26;275;11;10
Faded;ZHU;edm;2014;125;48;86;60;223;1;5
Feel the Love (feat. John Newman);Rudimental;pop dance;2013;180;71;39;24;245;0;6
Feels (feat. Pharrell Williams & Katy Perry & Big Sean);Calvin Harris;dance pop;2017;101;75;89;87;223;6;6
Freek-A-Leek;Petey Pablo;crunk;2003;105;70;74;66;235;8;25
Fun (feat. Chris Brown);Pitbull;dance pop;2014;114;77;79;55;202;16;5
Get Back;Ludacris;atl hip hop;2004;172;64;56;18;271;6;26
Halfcrazy;Musiq Soulchild;contemporary r&b;2002;102;77;41;42;254;46;18
Heartbroken - Edit;T2;bass house;2017;140;76;72;88;179;3;3
How To Love;Lil Wayne;hip hop;2011;154;66;64;27;240;0;4
I Can;Nas;conscious hip hop;2002;95;89;84;69;254;10;18
I Know You Want Me (Calle Ocho);Pitbull;dance pop;2009;127;74;83;80;237;1;15
I Tried;Bone Thugs-N-Harmony;gangster rap;2007;82;71;73;38;287;1;7
I'm a Thug;Trick Daddy;crunk;2001;140;56;93;59;254;3;12
Imma Be;Black Eyed Peas;dance pop;2009;92;52;60;41;258;18;37
Jumanji;B Young;afroswing;2018;96;47;79;60;173;28;25
Know Me Too Well (with Danna Paola);New Hope Club;boy band;2020;123;71;76;80;201;43;4
Lean Wit It Rock Wit It;Dem Franchize Boyz;atl hip hop;2006;76;62;89;60;230;8;31
Let Me Hold You (Turn Me On);Cheat Codes;edm;2016;103;77;68;27;162;10;8
Make It Rain;Fat Joe;bronx hip hop;2006;149;70;74;77;247;1;20
Make Me Better;Fabolous;gangster rap;2007;86;60;61;56;254;33;10
Money Maker;Ludacris;atl hip hop;2006;79;60;55;61;231;15;27
Move Along;The All-American Rejects;alternative metal;2005;110;92;53;62;239;0;5
Murder On The Dancefloor;Sophie Ellis-Bextor;dance pop;2002;117;85;73;86;230;0;3
Next To Me;Emeli Sandé;r&b;2012;95;80;66;35;197;9;4
Nobody To Love - Radio Edit;Sigma;dancefloor dnb;2014;175;92;44;18;190;0;4
Omen;The Prodigy;big beat;2009;140;95;55;56;216;0;4
Oops (Oh My) [feat. Missy Elliott];Tweet;contemporary r&b;2002;160;54;66;78;238;23;29
Over;Drake;canadian hip hop;2010;100;85;33;43;234;1;28
PILLOWTALK;ZAYN;pop;2016;125;70;59;43;204;10;5
Pretty Green Eyes - Radio Edit;Ultrabeat;bouncy house;2003;140;78;55;51;202;21;4
Pretty Wings - uncut;Maxwell;neo soul;2009;116;40;56;20;311;25;7
Ready For Your Love;Gorgon City;future garage;2014;122;75;68;47;199;5;15
Rise & Fall (feat. Sting);Craig David;british soul;2002;83;59;41;81;287;25;6
Shalala Lala;Vengaboys;bubblegum dance;2000;124;90;75;97;215;5;3
She Said;Plan B;alternative;2010;147;54;72;82;209;30;14
Starships;Nicki Minaj;hip pop;2012;125;72;75;75;211;14;8
Tattoo;Jordin Sparks;dance pop;2007;168;77;57;55;233;43;4
The Heart Wants What It Wants;Selena Gomez;pop;2014;83;79;62;62;227;5;4
The Logical Song;Scooter;eurodance;2002;144;89;52;53;235;0;4
This Is Love;will.i.am;dance pop;2013;129;80;54;28;279;0;4
Truth Hurts;Lizzo;escape room;2019;158;62;72;41;173;11;11
Try Sleeping with a Broken Heart;Alicia Keys;neo soul;2009;111;82;50;55;249;16;11
Turn My Swag On;Soulja Boy;atl hip hop;2008;150;71;55;49;206;0;3
Waiting All Night (feat. Ella Eyre);Rudimental;pop dance;2013;175;73;54;28;293;0;5
Wanksta;50 Cent;east coast hip hop;2003;81;86;80;87;219;2;20
Wavin' Flag;K'NAAN;reggae fusion;2009;76;70;63;72;221;13;7
Wish You Well;Sigala;dance pop;2019;125;90;67;58;206;13;6
Work Hard Play Hard;Wiz Khalifa;hip hop;2012;140;67;79;49;219;4;5
You & Me;Marc E. Bassy;indie pop rap;2017;84;64;45;61;218;4;28
You Belong With Me;Taylor Swift;pop;2008;130;77;69;45;231;16;4
Alarm;Anne-Marie;hel;2016;147;59;76;81;206;8;23
Born To Die;Lana Del Rey;art pop;2012;75;64;18;39;286;21;4
Cool;Gwen Stefani;dance pop;2004;112;72;71;80;189;3;3
Cruise;Florida Georgia Line;contemporary country;2012;148;95;46;88;209;2;4
Diamonds From Sierra Leone - Remix;Kanye West;chicago rap;2005;97;81;67;38;233;26;27
Diary (feat. Tony! Toni! Tone! & Jermaine Paul);Alicia Keys;neo soul;2003;128;47;66;28;284;56;3
Everyday I Love You Less And Less;Kaiser Chiefs;modern rock;2005;160;96;49;58;218;0;4
Fit but You Know It;The Streets;birmingham hip hop;2004;172;84;68;90;254;23;30
Floating Through Space;Sia;australian dance;2021;105;84;57;28;178;0;7
Get It On Tonite;Montell Jordan;contemporary r&b;1999;99;49;81;87;276;24;8
Get Up (feat. Chamillionaire);Ciara;dance pop;2006;129;60;96;63;262;2;11
Gettin' Over You (feat. Fergie & LMFAO);David Guetta;big room;2010;130;91;62;45;188;18;8
Handbags And Gladrags;Stereophonics;britpop;2001;135;73;33;21;277;3;3
Heard It All Before;Sunshine Anderson;contemporary r&b;2001;97;93;70;68;296;6;22
Holiday;Dizzee Rascal;grime;2011;118;92;55;86;221;6;4
I Like That;Houston;crunk;2004;107;50;80;39;237;2;10
I Love College;Asher Roth;indie pop rap;2009;86;83;71;66;242;9;24
Ice Box;Omarion;dance pop;2006;131;73;78;82;256;19;13
Idioteque;Radiohead;alternative rock;2000;138;93;62;53;309;4;27
If Tomorrow Never Comes;Ronan Keating;europop;2002;79;50;56;27;214;33;3
In Those Jeans;Ginuwine;contemporary r&b;2003;128;54;69;32;243;51;8
Let It Go;Keyshia Cole;hip pop;2007;95;72;81;77;238;20;21
Life Is A Rollercoaster;Ronan Keating;europop;2000;119;79;66;86;235;10;3
London Bridge;Fergie;dance pop;2006;91;61;77;63;241;22;36
Make Luv;Room 5;disco house;2003;125;89;88;65;212;1;12
Mesmerize;Ja Rule;dance pop;2002;90;65;77;39;279;6;19
Miss You;Aaliyah;contemporary r&b;2002;110;34;68;50;245;66;3
Music;Madonna;dance pop;2000;120;80;74;87;226;0;7
Need U (100%) (feat. A*M*E) - Radio Edit;Duke Dumont;edm;2013;124;85;67;46;174;0;5
Nine Million Bicycles;Katie Melua;uk pop;2005;82;25;53;34;197;52;3
On Fire;Lloyd Banks;gangster rap;2004;95;83;76;43;187;9;22
Ruby;Kaiser Chiefs;modern rock;2007;93;94;45;45;204;1;5
Say Yes;Floetry;british soul;2002;118;40;75;43;268;21;7
Scandalous - U.S. Radio Edit;Mis-Teeq;girl group;2004;100;67;73;65;239;5;3
Selfish Love (with Selena Gomez);DJ Snake;edm;2021;111;65;72;44;169;2;10
Sex;Cheat Codes;edm;2016;105;69;60;19;228;0;16
Somebody That I Used To Know;Gotye;australian pop;2011;129;53;86;67;245;61;4
Sorry Seems To Be The Hardest Word;Blue;boy band;2004;79;60;56;44;210;18;3
Spotlight;Jennifer Hudson;dance pop;2008;109;72;71;66;250;4;5
Stand Up;Ludacris;atl hip hop;2003;99;84;75;80;214;37;35
Stay (feat. Maty Noyes);Kygo;edm;2015;103;74;65;38;239;4;4
Thank God I Found You (feat. Joe & 98°);Mariah Carey;dance pop;1999;129;53;35;15;257;59;3
The Man;Aloe Blacc;pop soul;2013;86;76;53;47;256;3;4
Too Close;Alex Clare;modern alternative rock;2011;126;69;59;27;257;1;4
Turn Off The Light;Nelly Furtado;canadian latin;2000;180;69;59;65;276;8;10
Untouched;The Veronicas;australian pop;2005;177;78;56;44;255;2;23
What You Got;Colby O'Donis;dance pop;2008;120;64;78;31;243;3;4
White Noise;Disclosure;edm;2013;120;84;67;90;278;1;5
Your Body;Pretty Ricky;dirty south rap;2005;90;59;84;51;240;18;11
5 Years Time;Noah And The Whale;stomp and holler;2008;122;55;80;75;215;40;11
A Little Less Conversation - JXL Radio Edit Remix;Elvis Presley;rock-and-roll;2002;115;97;60;72;212;0;5
Ai Se Eu Te Pego - Ao Vivo;Michel Teló;sertanejo;2011;96;85;65;83;166;3;7
All About You;McFly;boy band;2005;130;56;54;30;187;20;3
All Day And Night;Jax Jones;dance pop;2019;122;78;59;52;169;27;9
Always On Time;Ja Rule;dance pop;2001;97;71;84;84;245;20;29
Baby;Ashanti;dance pop;2002;158;58;57;46;266;1;22
Be With You;Enrique Iglesias;dance pop;1999;122;87;68;54;219;4;3
Breathe;Jax Jones;dance pop;2017;126;74;72;69;208;2;4
BUTTERFLY EFFECT;Travis Scott;hip hop;2018;141;63;76;20;191;5;5
Case Of The Ex (Whatcha Gonna Do);Mýa;contemporary r&b;2000;98;69;77;35;237;5;4
Classic Man (feat. Roman GianArthur);Jidenna;ghanaian hip hop;2015;94;59;79;59;226;19;3
Don't Forget About Us - Radio Edit;Mariah Carey;dance pop;2005;144;54;70;43;234;5;4
Down With The Trumpets;Rizzle Kicks;uk hip hop;2011;115;88;75;79;187;9;8
Escape;Enrique Iglesias;dance pop;2001;126;84;78;87;209;3;3
Forget You;CeeLo Green;atl hip hop;2010;127;88;70;77;223;13;6
Foundations;Kate Nash;anti-folk;2007;84;90;50;87;245;9;8
From Paris to Berlin;Infernal;eurodance;2004;126;87;74;84;210;10;8
Good For You;Selena Gomez;pop;2015;89;68;61;21;222;18;5
Gossip Folks (feat. Ludacris);Missy Elliott;dance pop;2002;122;54;71;44;235;36;51
Got Money;Lil Wayne;hip hop;2008;82;66;69;70;245;0;12
Headsprung;LL COOL J;east coast hip hop;2004;100;79;72;47;267;1;3
Hey Baby;No Doubt;dance pop;2001;94;87;71;75;207;6;13
Hey Baby (Radio Mix);DJ Ötzi;classic schlager;2010;135;97;67;83;219;12;5
Holidae In;Chingy;crunk;2003;153;79;81;95;314;9;18
How Come;D12;detroit hip hop;2004;90;86;75;55;250;28;24
If You Come Back;Blue;boy band;2001;78;71;58;70;208;8;3
In For The Kill;La Roux;alternative dance;2009;150;97;63;91;249;0;5
In The Morning;Razorlight;britpop;2006;124;86;62;69;222;0;4
It's Like That;Mariah Carey;dance pop;2005;96;63;80;86;203;6;6
La La La;Naughty Boy;uk contemporary r&b;2013;125;68;75;25;221;11;3
Love Sex Magic (feat. Justin Timberlake);Ciara;dance pop;2009;107;67;89;87;220;2;14
Mad;Ne-Yo;dance pop;2008;130;64;73;69;255;67;3
Met Him Last Night (feat. Ariana Grande);Demi Lovato;pop;2021;145;51;54;12;205;22;3
Millionaire;Kelis;dance pop;2003;176;85;68;75;225;2;11
Missing You;Case;contemporary r&b;2001;86;58;61;72;285;28;6
Music (feat. Marvin Gaye);Erick Sermon;hardcore hip hop;2001;100;47;90;88;223;19;20
My Life;The Game;gangster rap;2008;148;77;67;38;321;7;35
My Place;Nelly;dance pop;2004;163;64;60;64;337;5;4
Nessaja;Scooter;eurodance;2002;143;84;51;13;210;0;4
Never Be The Same Again;Melanie C;dance pop;1999;160;69;69;40;294;9;5
No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;atl hip hop;2010;131;60;76;36;264;1;4
Not Fair;Lily Allen;dance pop;2009;121;86;72;95;201;4;4
On the Hotline - Amended Version;Pretty Ricky;dirty south rap;2007;93;85;70;69;243;2;18
Promise;Jagged Edge;atl hip hop;2000;128;57;75;65;247;14;9
Rise;GABRIELLE;british soul;2001;145;48;56;63;219;32;3
Round Round;Sugababes;dance pop;2002;127;85;74;75;236;0;3
Sensual Seduction;Snoop Dogg;g funk;2007;120;83;76;50;246;0;7
Summer On You (feat. Wulf);Sam Feldt;edm;2016;121;73;73;60;160;3;4
Sunrise;Simply Red;british soul;2004;106;73;79;94;200;0;3
Sweet About Me;Gabriella Cilmi;australian pop;2008;132;70;67;59;202;6;3
There You Go;P!nk;dance pop;2000;108;85;82;67;203;9;9
This Ain't a Love Song;Scouting For Girls;talent show;2010;177;92;46;53;211;0;5
1955;Hilltop Hoods;australian hip hop;2016;84;50;77;71;239;72;7
This I Promise You;*NSYNC;boy band;2000;166;58;55;48;284;37;3
This Is Why I'm Hot;MiMS;pop rap;2007;80;60;62;49;254;28;58
This Town;Niall Horan;pop;2016;112;41;68;20;233;70;3
Tripping;Robbie Williams;dance rock;2005;118;92;67;83;277;4;4
Wait for You;Elliott Yamin;idol;2007;116;49;76;35;261;25;3
Whataya Want from Me;Adam Lambert;dance pop;2009;186;67;44;46;227;1;4
Written in the Stars (feat. Eric Turner);Tinie Tempah;dance pop;2010;92;93;66;53;208;6;10
Acceptable in the 80's;Calvin Harris;dance pop;2007;128;81;79;94;334;1;5
Ain't It Funny;Jennifer Lopez;dance pop;2001;100;87;71;57;245;8;5
Amazing;George Michael;new wave pop;2004;128;75;81;88;266;9;4
Baby I'm Back;Baby Bash;chicano rap;2005;100;39;90;77;219;5;9
Bag Lady;Erykah Badu;afrofuturism;2000;151;42;72;58;349;37;8
Battlefield;Jordin Sparks;dance pop;2009;145;63;61;37;242;2;3
Beautiful Monster;Ne-Yo;dance pop;2010;128;77;71;49;252;21;13
Beep;The Pussycat Dolls;dance pop;2005;104;74;94;55;229;1;4
Bodak Yellow;Cardi B;pop;2017;125;72;93;46;224;7;11
Chelsea Dagger;The Fratellis;garage rock;2006;155;82;51;57;203;4;16
Cupid's Chokehold / Breakfast in America - Radio Mix;Gym Class Heroes;dance pop;2007;80;68;58;82;237;50;8
Don't Call Me Baby;Madison Avenue;disco house;1999;125;98;81;96;228;6;3
Excuse Me Miss;JAY-Z;east coast hip hop;2002;93;86;71;89;281;3;29
Find Your Love;Drake;canadian hip hop;2010;96;61;63;74;209;2;17
Good Feeling;Flo Rida;dance pop;2011;128;89;71;68;248;6;7
Hey Ma;Cam’ron;battle rap;2002;90;67;77;95;221;3;37
Holocene;Bon Iver;chamber pop;2011;148;30;37;15;337;94;3
I Don't Feel Like Dancin';Scissor Sisters;dance pop;2006;108;92;71;83;288;2;3
I Would Like;Zara Larsson;pop;2017;121;71;49;30;227;9;5
In the Morning;The Coral;britpop;2005;126;78;64;97;153;3;3
It's Over Now;112;atl hip hop;2001;98;71;66;23;265;1;4
Jubel - Radio Edit;Klingande;deep house;2013;125;53;70;10;199;68;3
Juju on That Beat (TZ Anthem);Zay Hilfigerrr;viral trap;2016;161;89;81;78;144;0;28
Kota;Dere;indonesian pop;2020;135;28;65;16;198;57;3
Lay It All on Me (feat. Ed Sheeran);Rudimental;pop dance;2015;123;75;67;48;242;14;4
Look Right Through - MK Vocal Edit;Storm Queen;deep disco house;2013;120;82;83;51;148;0;8
Move Your Body - Gabry Ponte Original Radio Edit;Eiffel 65;eurodance;1999;130;96;75;96;269;8;3
No More;Ruff Endz;contemporary r&b;2000;97;64;84;93;243;3;9
Number 1;Tinchy Stryder;grime;2009;115;82;58;75;213;1;4
Only U - No Intro;Ashanti;dance pop;2004;95;62;60;28;186;4;4
Outta My System (feat. T-Pain & Johntá Austin);Bow Wow;dance pop;2006;84;59;77;74;238;9;18
Propane Nightmares;Pendulum;australian dance;2008;174;97;36;22;313;0;8
Put That Woman First;Jaheim;contemporary r&b;2002;79;54;65;51;246;49;13
Put Your Hands Up For Detroit - Radio Edit;Fedde Le Grand;dutch house;2006;128;91;82;48;146;2;23
Say It;Flume;australian dance;2016;75;53;60;26;263;7;3
Shake Ya Ass;Mystikal;crunk;2000;98;61;91;67;257;6;32
Shine;Years & Years;gauze pop;2015;108;72;67;49;256;19;3
Sick and Tired;Anastacia;pop;1999;100;87;60;47;212;1;4
Strike a Pose (feat. Aitch);Young T & Bugsey;afroswing;2019;138;58;53;59;214;1;10
Suffocate - Superclean;J. Holiday;contemporary r&b;2007;83;45;46;45;220;64;36
Sweetest Girl (Dollar Bill) (feat. Akon & Lil' Wayne & Niia);Wyclef Jean;rap kreyol;2007;93;74;73;53;241;8;6
Talk Dirty (feat. 2 Chainz);Jason Derulo;dance pop;2013;100;65;76;76;178;3;23
Tears (feat. Louisa Johnson);Clean Bandit;pop;2016;130;77;61;30;226;4;4
The Way I Live - Main Explicit;Baby Boy Da Prince;baton rouge rap;2006;90;44;88;71;325;1;25
Throw It In The Bag;Fabolous;gangster rap;2009;172;55;79;70;232;17;5
Throw Some D's;Rich Boy;alabama rap;2007;161;86;70;43;264;4;43
Tipsy - Club Mix;J-Kwon;dirty south rap;2001;93;74;93;65;247;7;32
Touch It;Busta Rhymes;east coast hip hop;2006;138;55;66;44;215;0;37
Until The End Of Time;2Pac;g funk;2001;97;71;76;38;267;3;20
Wait (The Whisper Song);Ying Yang Twins;atl hip hop;2005;102;51;93;60;179;0;35
Wearing My Rolex - Radio Edit;Wiley;grime;2008;132;72;88;76;170;5;14
When You Look At Me - Radio Edit;Christina Milian;dance pop;2001;109;84;96;83;223;9;13
Where I Wanna Be;Donell Jones;contemporary r&b;1999;102;40;66;45;254;52;3
Wifey;Next;boy band;2004;100;65;83;73;243;7;11
With Arms Wide Open;Creed;alternative metal;2020;139;53;42;13;278;0;3
AM To PM;Christina Milian;dance pop;2001;105;87;87;82;231;15;12
Ayo Technology;Milow;belgian pop;2009;128;66;78;75;214;65;3
Bailando - English Version;Enrique Iglesias;dance pop;2014;91;85;72;96;243;8;10
Be Faithful;Fatman Scoop;nyc rap;2020;101;72;67;62;165;0;28
Beat Again - Radio Edit;JLS;boy band;2009;120;92;88;97;199;2;7
Black & Gold - Radio Edit;Sam Sparro;australian dance;2008;136;70;38;42;212;0;8
Blurred Lines;Robin Thicke;dance pop;2013;120;50;86;88;263;0;5
Chain Hang Low;Jibbs;dirty south rap;2006;157;59;79;78;208;3;26
Ciao Adios;Anne-Marie;hel;2017;106;88;70;45;200;13;9
Club Can't Handle Me (feat. David Guetta) - From the Step Up 3D Soundtrack;Flo Rida;dance pop;2010;128;88;62;53;233;2;3
Damaged;Danity Kane;dance pop;2008;120;65;77;82;244;9;5
Girl From Rio;Anitta;funk pop;2021;140;64;69;73;194;1;4
Green Light (feat. André 3000);John Legend;neo soul;2008;78;88;62;76;284;9;12
Hot Right Now (feat. RITA ORA) - Radio Edit;DJ Fresh;dancefloor dnb;2012;175;97;52;48;182;1;4
I Don't Want to Be;Gavin DeGraw;neo mellow;2004;155;86;42;46;218;1;7
Knock You Down;Keri Hilson;dance pop;2009;155;88;59;65;326;1;16
Like You'll Never See Me Again;Alicia Keys;neo soul;2007;128;66;56;27;315;17;3
Love at First Sight;Kylie Minogue;australian dance;2001;125;77;60;48;238;3;4
LoveStoned / I Think She Knows (Interlude);Justin Timberlake;dance pop;2006;121;68;86;85;444;34;5
Million Voices - Radio Edit;Otto Knows;dutch house;2019;126;90;58;8;193;0;4
Mungkin Hari Ini Esok Atau Nanti;Anneth;indonesian pop;2020;124;40;51;16;231;81;4
No More Drama;Mary J. Blige;dance pop;2001;98;84;65;64;326;53;12
NUMB;Hayden James;aussietronica;2019;148;56;62;40;217;18;4
Objection (Tango);Shakira;colombian pop;2001;179;86;60;71;223;1;7
Once In a While;Timeflies;indie pop rap;2016;105;69;79;35;215;1;14
One Minute Man (feat. Ludacris);Missy Elliott;dance pop;2001;94;67;62;57;253;3;33
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix;Busta Rhymes;east coast hip hop;2001;90;79;70;56;239;8;32
Play;Jennifer Lopez;dance pop;2001;105;73;78;90;211;3;16
Rapture (feat.Nadia Ali);iio;vocal house;2006;124;86;66;60;254;7;4
